"campagna","MedianWeight","MeanWeight","TemperatureC","DOmgL","pH","Year","Monthnumber","Week","Dayofmonth","Hour","SpConducibilitymicroScm","DOoutmgLTARGET","pHout","ConducibilitymicroScm","DOsat","DOlocal","SpConducibilitymicroScmOUT","Tagliag","Biomassakg","quantomangimekg","timestamped"
"3",306.5,291.7,17.625,10.98,7.91,2020,7,31,30,2,172.1,9.38,7.51,153.7,100.1,100.1,175.6,310.29,10865,0,"2020.0_31.0_30.0_2.0"
"3",306.5,291.7,17.777,10.92,7.89,2020,7,31,30,2,173.4,9.4,7.52,153.4,100,100,175.7,310.29,10865,0,"2020.0_31.0_30.0_2.0"
"3",306.5,291.7,17.694,11.01,7.88,2020,7,31,30,2,172.5,9.4,7.52,153.4,100,100,175.7,310.29,10865,0,"2020.0_31.0_30.0_2.0"
"3",306.5,291.7,17.625,10.98,7.91,2020,7,31,30,2,172.1,9.4,7.52,153.4,100,100,175.7,310.29,10865,0,"2020.0_31.0_30.0_2.0"
"3",306.5,291.7,17.777,10.92,7.89,2020,7,31,30,2,173.4,9.45,7.51,153,100.3,100.3,175.7,310.29,10865,0,"2020.0_31.0_30.0_2.0"
"3",306.5,291.7,17.694,11.01,7.88,2020,7,31,30,2,172.5,9.45,7.51,153,100.3,100.3,175.7,310.29,10865,0,"2020.0_31.0_30.0_2.0"
"3",306.5,291.7,17.625,10.98,7.91,2020,7,31,30,2,172.1,9.45,7.51,153,100.3,100.3,175.7,310.29,10865,0,"2020.0_31.0_30.0_2.0"
"3",376,342,17.377,11.04,7.9,2020,7,31,30,4,171.1,9.53,7.5,151.3,100.4,100.4,175.2,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",376,342,17.316,11.13,7.91,2020,7,31,30,4,171.2,9.53,7.5,151.3,100.4,100.4,175.2,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",376,342,17.248,11.13,7.89,2020,7,31,30,4,171.6,9.53,7.5,151.3,100.4,100.4,175.2,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",376,342,17.377,11.04,7.9,2020,7,31,30,4,171.1,9.52,7.5,151,100.2,100.2,175,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",376,342,17.316,11.13,7.91,2020,7,31,30,4,171.2,9.52,7.5,151,100.2,100.2,175,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",376,342,17.248,11.13,7.89,2020,7,31,30,4,171.6,9.52,7.5,151,100.2,100.2,175,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",376,342,17.377,11.04,7.9,2020,7,31,30,4,171.1,9.59,7.5,150.6,100.8,100.8,174.9,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",376,342,17.316,11.13,7.91,2020,7,31,30,4,171.2,9.59,7.5,150.6,100.8,100.8,174.9,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",376,342,17.248,11.13,7.89,2020,7,31,30,4,171.6,9.59,7.5,150.6,100.8,100.8,174.9,310.29,10865,0,"2020.0_31.0_30.0_4.0"
"3",226,202.42857142857142,17.17,11.14,7.89,2020,7,31,30,5,171.7,9.61,7.51,150.3,100.9,100.9,174.7,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",226,202.42857142857142,17.084,11.16,7.91,2020,7,31,30,5,172,9.61,7.51,150.3,100.9,100.9,174.7,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",226,202.42857142857142,17.009,11.1,7.91,2020,7,31,30,5,171.9,9.61,7.51,150.3,100.9,100.9,174.7,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",226,202.42857142857142,17.17,11.14,7.89,2020,7,31,30,5,171.7,9.68,7.52,150,101.5,101.5,174.6,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",226,202.42857142857142,17.084,11.16,7.91,2020,7,31,30,5,172,9.68,7.52,150,101.5,101.5,174.6,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",226,202.42857142857142,17.009,11.1,7.91,2020,7,31,30,5,171.9,9.68,7.52,150,101.5,101.5,174.6,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",226,202.42857142857142,17.17,11.14,7.89,2020,7,31,30,5,171.7,9.7,7.52,149.7,101.5,101.5,174.6,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",226,202.42857142857142,17.084,11.16,7.91,2020,7,31,30,5,172,9.7,7.52,149.7,101.5,101.5,174.6,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",226,202.42857142857142,17.009,11.1,7.91,2020,7,31,30,5,171.9,9.7,7.52,149.7,101.5,101.5,174.6,310.29,10865,0,"2020.0_31.0_30.0_5.0"
"3",257,262.4285714285714,16.702,11.29,7.94,2020,7,31,30,7,171.2,9.53,7.49,148.6,99.2,99.2,174.3,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",257,262.4285714285714,16.629,11.41,7.95,2020,7,31,30,7,172.6,9.53,7.49,148.6,99.2,99.2,174.3,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",257,262.4285714285714,16.575,11.43,7.97,2020,7,31,30,7,172.3,9.53,7.49,148.6,99.2,99.2,174.3,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",257,262.4285714285714,16.702,11.29,7.94,2020,7,31,30,7,171.2,9.6,7.5,148.3,99.8,99.8,174.2,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",257,262.4285714285714,16.629,11.41,7.95,2020,7,31,30,7,172.6,9.6,7.5,148.3,99.8,99.8,174.2,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",257,262.4285714285714,16.575,11.43,7.97,2020,7,31,30,7,172.3,9.6,7.5,148.3,99.8,99.8,174.2,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",257,262.4285714285714,16.702,11.29,7.94,2020,7,31,30,7,171.2,9.69,7.5,147.9,100.6,100.6,174,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",257,262.4285714285714,16.629,11.41,7.95,2020,7,31,30,7,172.6,9.69,7.5,147.9,100.6,100.6,174,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",257,262.4285714285714,16.575,11.43,7.97,2020,7,31,30,7,172.3,9.69,7.5,147.9,100.6,100.6,174,310.29,10865,0,"2020.0_31.0_30.0_7.0"
"3",305,302.19999999999993,16.526,11.36,7.98,2020,7,31,30,8,171.4,9.72,7.53,147.5,100.8,100.8,173.9,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",305,302.19999999999993,16.48,11.57,8.01,2020,7,31,30,8,172.2,9.72,7.53,147.5,100.8,100.8,173.9,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",305,302.19999999999993,16.452,11.56,8.04,2020,7,31,30,8,172,9.72,7.53,147.5,100.8,100.8,173.9,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",305,302.19999999999993,16.526,11.36,7.98,2020,7,31,30,8,171.4,9.85,7.56,147.2,102,102,173.7,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",305,302.19999999999993,16.48,11.57,8.01,2020,7,31,30,8,172.2,9.85,7.56,147.2,102,102,173.7,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",305,302.19999999999993,16.452,11.56,8.04,2020,7,31,30,8,172,9.85,7.56,147.2,102,102,173.7,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",305,302.19999999999993,16.526,11.36,7.98,2020,7,31,30,8,171.4,10.12,7.33,147.1,104.8,104.8,173.7,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",305,302.19999999999993,16.48,11.57,8.01,2020,7,31,30,8,172.2,10.12,7.33,147.1,104.8,104.8,173.7,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",305,302.19999999999993,16.452,11.56,8.04,2020,7,31,30,8,172,10.12,7.33,147.1,104.8,104.8,173.7,310.29,10865,0,"2020.0_31.0_30.0_8.0"
"3",347,326.72549019607845,16.462,11.66,8.07,2020,7,31,30,9,171.5,10.29,7.56,146.8,106.5,106.5,173.4,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",347,326.72549019607845,16.515,11.81,8.14,2020,7,31,30,9,170.7,10.29,7.56,146.8,106.5,106.5,173.4,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",347,326.72549019607845,16.585,11.82,8.16,2020,7,31,30,9,171.6,10.29,7.56,146.8,106.5,106.5,173.4,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",347,326.72549019607845,16.462,11.66,8.07,2020,7,31,30,9,171.5,10.53,7.65,146.7,109.1,109.1,173.1,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",347,326.72549019607845,16.515,11.81,8.14,2020,7,31,30,9,170.7,10.53,7.65,146.7,109.1,109.1,173.1,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",347,326.72549019607845,16.585,11.82,8.16,2020,7,31,30,9,171.6,10.53,7.65,146.7,109.1,109.1,173.1,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",347,326.72549019607845,16.462,11.66,8.07,2020,7,31,30,9,171.5,10.68,7.52,146.5,110.7,110.7,172.6,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",347,326.72549019607845,16.515,11.81,8.14,2020,7,31,30,9,170.7,10.68,7.52,146.5,110.7,110.7,172.6,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",347,326.72549019607845,16.585,11.82,8.16,2020,7,31,30,9,171.6,10.68,7.52,146.5,110.7,110.7,172.6,310.29,10865,0,"2020.0_31.0_30.0_9.0"
"3",362,369.55,16.695,11.83,8.22,2020,7,31,30,10,171.6,10.79,7.71,146.6,112,112,172.5,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",362,369.55,16.841,11.86,8.26,2020,7,31,30,10,171.4,10.79,7.71,146.6,112,112,172.5,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",362,369.55,16.998,11.77,8.29,2020,7,31,30,10,171.8,10.79,7.71,146.6,112,112,172.5,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",362,369.55,16.695,11.83,8.22,2020,7,31,30,10,171.6,10.89,7.77,146.7,113.3,113.3,172.2,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",362,369.55,16.841,11.86,8.26,2020,7,31,30,10,171.4,10.89,7.77,146.7,113.3,113.3,172.2,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",362,369.55,16.998,11.77,8.29,2020,7,31,30,10,171.8,10.89,7.77,146.7,113.3,113.3,172.2,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",362,369.55,16.695,11.83,8.22,2020,7,31,30,10,171.6,11.11,7.68,146.8,115.8,115.8,172,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",362,369.55,16.841,11.86,8.26,2020,7,31,30,10,171.4,11.11,7.68,146.8,115.8,115.8,172,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",362,369.55,16.998,11.77,8.29,2020,7,31,30,10,171.8,11.11,7.68,146.8,115.8,115.8,172,310.29,10865,0,"2020.0_31.0_30.0_10.0"
"3",339.5,351.5890410958903,17.193,11.82,8.33,2020,7,31,30,11,171.7,11.22,7.87,147.1,117.1,117.1,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",339.5,351.5890410958903,17.43,11.84,8.34,2020,7,31,30,11,172,11.22,7.87,147.1,117.1,117.1,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",339.5,351.5890410958903,17.672,11.89,8.4,2020,7,31,30,11,172.1,11.22,7.87,147.1,117.1,117.1,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",339.5,351.5890410958903,17.193,11.82,8.33,2020,7,31,30,11,171.7,11.27,7.93,147.6,118.1,118.1,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",339.5,351.5890410958903,17.43,11.84,8.34,2020,7,31,30,11,172,11.27,7.93,147.6,118.1,118.1,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",339.5,351.5890410958903,17.672,11.89,8.4,2020,7,31,30,11,172.1,11.27,7.93,147.6,118.1,118.1,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",339.5,351.5890410958903,17.193,11.82,8.33,2020,7,31,30,11,171.7,11.4,7.86,148.2,119.9,119.9,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",339.5,351.5890410958903,17.43,11.84,8.34,2020,7,31,30,11,172,11.4,7.86,148.2,119.9,119.9,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",339.5,351.5890410958903,17.672,11.89,8.4,2020,7,31,30,11,172.1,11.4,7.86,148.2,119.9,119.9,172,310.29,10865,0,"2020.0_31.0_30.0_11.0"
"3",238,254,17.485,11.12,7.98,2020,7,31,31,1,172.9,9.43,7.52,152.3,99.5,99.5,176,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",238,254,17.448,11.08,7.99,2020,7,31,31,1,172.1,9.43,7.52,152.3,99.5,99.5,176,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",238,254,17.419,11.21,8,2020,7,31,31,1,170.4,9.43,7.52,152.3,99.5,99.5,176,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",238,254,17.485,11.12,7.98,2020,7,31,31,1,172.9,9.49,7.52,152.2,100,100,176.2,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",238,254,17.448,11.08,7.99,2020,7,31,31,1,172.1,9.49,7.52,152.2,100,100,176.2,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",238,254,17.419,11.21,8,2020,7,31,31,1,170.4,9.49,7.52,152.2,100,100,176.2,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",238,254,17.485,11.12,7.98,2020,7,31,31,1,172.9,9.49,7.51,151.8,99.9,99.9,176,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",238,254,17.448,11.08,7.99,2020,7,31,31,1,172.1,9.49,7.51,151.8,99.9,99.9,176,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",238,254,17.419,11.21,8,2020,7,31,31,1,170.4,9.49,7.51,151.8,99.9,99.9,176,310.29,10862,0,"2020.0_31.0_31.0_1.0"
"3",274,274,17.372,11.14,8,2020,7,31,31,2,170.1,9.47,7.52,151.6,99.5,99.5,176,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",274,274,17.311,11.22,7.99,2020,7,31,31,2,170.6,9.47,7.52,151.6,99.5,99.5,176,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",274,274,17.245,11.15,8,2020,7,31,31,2,170.5,9.47,7.52,151.6,99.5,99.5,176,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",274,274,17.372,11.14,8,2020,7,31,31,2,170.1,9.52,7.53,150.8,99.9,99.9,175.3,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",274,274,17.311,11.22,7.99,2020,7,31,31,2,170.6,9.52,7.53,150.8,99.9,99.9,175.3,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",274,274,17.245,11.15,8,2020,7,31,31,2,170.5,9.52,7.53,150.8,99.9,99.9,175.3,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",274,274,17.372,11.14,8,2020,7,31,31,2,170.1,9.64,7.53,150.3,101,101,175,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",274,274,17.311,11.22,7.99,2020,7,31,31,2,170.6,9.64,7.53,150.3,101,101,175,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",274,274,17.245,11.15,8,2020,7,31,31,2,170.5,9.64,7.53,150.3,101,101,175,310.29,10862,0,"2020.0_31.0_31.0_2.0"
"3",251,268.54545454545456,17.17,11.28,8,2020,7,31,31,3,170.8,9.61,7.55,149.5,100.7,100.7,174.3,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",251,268.54545454545456,17.101,11.3,8,2020,7,31,31,3,171,9.61,7.55,149.5,100.7,100.7,174.3,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",251,268.54545454545456,17.034,11.27,8,2020,7,31,31,3,170.8,9.61,7.55,149.5,100.7,100.7,174.3,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",251,268.54545454545456,17.17,11.28,8,2020,7,31,31,3,170.8,9.67,7.57,148.8,101.2,101.2,173.6,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",251,268.54545454545456,17.101,11.3,8,2020,7,31,31,3,171,9.67,7.57,148.8,101.2,101.2,173.6,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",251,268.54545454545456,17.034,11.27,8,2020,7,31,31,3,170.8,9.67,7.57,148.8,101.2,101.2,173.6,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",251,268.54545454545456,17.17,11.28,8,2020,7,31,31,3,170.8,9.63,7.54,147.6,100.7,100.7,172.3,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",251,268.54545454545456,17.101,11.3,8,2020,7,31,31,3,171,9.63,7.54,147.6,100.7,100.7,172.3,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",251,268.54545454545456,17.034,11.27,8,2020,7,31,31,3,170.8,9.63,7.54,147.6,100.7,100.7,172.3,310.29,10862,0,"2020.0_31.0_31.0_3.0"
"3",322,278.6666666666667,16.974,11.29,8,2020,7,31,31,4,170.9,9.65,7.56,146.7,100.8,100.8,171.5,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",322,278.6666666666667,16.902,11.26,7.99,2020,7,31,31,4,170.7,9.65,7.56,146.7,100.8,100.8,171.5,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",322,278.6666666666667,16.832,11.31,8.01,2020,7,31,31,4,170.2,9.65,7.56,146.7,100.8,100.8,171.5,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",322,278.6666666666667,16.974,11.29,8,2020,7,31,31,4,170.9,9.55,7.55,146.8,99.7,99.7,171.8,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",322,278.6666666666667,16.902,11.26,7.99,2020,7,31,31,4,170.7,9.55,7.55,146.8,99.7,99.7,171.8,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",322,278.6666666666667,16.832,11.31,8.01,2020,7,31,31,4,170.2,9.55,7.55,146.8,99.7,99.7,171.8,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",322,278.6666666666667,16.974,11.29,8,2020,7,31,31,4,170.9,9.7,7.54,147,101,101,172.3,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",322,278.6666666666667,16.902,11.26,7.99,2020,7,31,31,4,170.7,9.7,7.54,147,101,101,172.3,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",322,278.6666666666667,16.832,11.31,8.01,2020,7,31,31,4,170.2,9.7,7.54,147,101,101,172.3,310.29,10862,0,"2020.0_31.0_31.0_4.0"
"3",219,253.36363636363637,16.751,11.39,8,2020,7,31,31,5,169.5,9.69,7.57,147.2,100.8,100.8,172.8,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",219,253.36363636363637,16.661,11.46,7.99,2020,7,31,31,5,168.8,9.69,7.57,147.2,100.8,100.8,172.8,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",219,253.36363636363637,16.574,11.38,8,2020,7,31,31,5,169.2,9.69,7.57,147.2,100.8,100.8,172.8,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",219,253.36363636363637,16.751,11.39,8,2020,7,31,31,5,169.5,9.8,7.57,147.1,101.9,101.9,172.9,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",219,253.36363636363637,16.661,11.46,7.99,2020,7,31,31,5,168.8,9.8,7.57,147.1,101.9,101.9,172.9,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",219,253.36363636363637,16.574,11.38,8,2020,7,31,31,5,169.2,9.8,7.57,147.1,101.9,101.9,172.9,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",219,253.36363636363637,16.751,11.39,8,2020,7,31,31,5,169.5,9.85,7.56,146.7,102.2,102.2,172.7,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",219,253.36363636363637,16.661,11.46,7.99,2020,7,31,31,5,168.8,9.85,7.56,146.7,102.2,102.2,172.7,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",219,253.36363636363637,16.574,11.38,8,2020,7,31,31,5,169.2,9.85,7.56,146.7,102.2,102.2,172.7,310.29,10862,0,"2020.0_31.0_31.0_5.0"
"3",263.5,238.75,16.494,11.3,7.98,2020,7,31,31,6,168.2,9.87,7.64,146.1,102.3,102.3,172.3,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",263.5,238.75,16.399,11.35,7.99,2020,7,31,31,6,167.4,9.87,7.64,146.1,102.3,102.3,172.3,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",263.5,238.75,16.316,11.53,8,2020,7,31,31,6,166.5,9.87,7.64,146.1,102.3,102.3,172.3,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",263.5,238.75,16.494,11.3,7.98,2020,7,31,31,6,168.2,9.77,7.62,145.7,101.1,101.1,172.1,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",263.5,238.75,16.399,11.35,7.99,2020,7,31,31,6,167.4,9.77,7.62,145.7,101.1,101.1,172.1,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",263.5,238.75,16.316,11.53,8,2020,7,31,31,6,166.5,9.77,7.62,145.7,101.1,101.1,172.1,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",263.5,238.75,16.494,11.3,7.98,2020,7,31,31,6,168.2,9.77,7.54,145.2,100.9,100.9,171.7,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",263.5,238.75,16.399,11.35,7.99,2020,7,31,31,6,167.4,9.77,7.54,145.2,100.9,100.9,171.7,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",263.5,238.75,16.316,11.53,8,2020,7,31,31,6,166.5,9.77,7.54,145.2,100.9,100.9,171.7,310.29,10862,0,"2020.0_31.0_31.0_6.0"
"3",387,387,16.239,11.53,8.01,2020,7,31,31,7,166,9.8,7.55,144.8,101.1,101.1,171.5,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",387,387,16.172,11.58,8.03,2020,7,31,31,7,165.7,9.8,7.55,144.8,101.1,101.1,171.5,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",387,387,16.114,11.65,8.05,2020,7,31,31,7,165.5,9.8,7.55,144.8,101.1,101.1,171.5,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",387,387,16.239,11.53,8.01,2020,7,31,31,7,166,9.84,7.55,144.1,101.4,101.4,171,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",387,387,16.172,11.58,8.03,2020,7,31,31,7,165.7,9.84,7.55,144.1,101.4,101.4,171,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",387,387,16.114,11.65,8.05,2020,7,31,31,7,165.5,9.84,7.55,144.1,101.4,101.4,171,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",387,387,16.239,11.53,8.01,2020,7,31,31,7,166,9.87,7.53,143.4,101.6,101.6,170.3,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",387,387,16.172,11.58,8.03,2020,7,31,31,7,165.7,9.87,7.53,143.4,101.6,101.6,170.3,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",387,387,16.114,11.65,8.05,2020,7,31,31,7,165.5,9.87,7.53,143.4,101.6,101.6,170.3,310.29,10862,0,"2020.0_31.0_31.0_7.0"
"3",369,367.125,16.07,11.71,8.06,2020,7,31,31,8,165.6,9.93,7.56,142.4,102.1,102.1,169.4,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",369,367.125,16.041,11.8,8.09,2020,7,31,31,8,165.7,9.93,7.56,142.4,102.1,102.1,169.4,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",369,367.125,16.052,11.84,8.15,2020,7,31,31,8,165.5,9.93,7.56,142.4,102.1,102.1,169.4,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",369,367.125,16.07,11.71,8.06,2020,7,31,31,8,165.6,10.01,7.56,141.6,102.8,102.8,168.6,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",369,367.125,16.041,11.8,8.09,2020,7,31,31,8,165.7,10.01,7.56,141.6,102.8,102.8,168.6,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",369,367.125,16.052,11.84,8.15,2020,7,31,31,8,165.5,10.01,7.56,141.6,102.8,102.8,168.6,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",369,367.125,16.07,11.71,8.06,2020,7,31,31,8,165.6,10.23,7.57,140.7,105,105,167.6,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",369,367.125,16.041,11.8,8.09,2020,7,31,31,8,165.7,10.23,7.57,140.7,105,105,167.6,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",369,367.125,16.052,11.84,8.15,2020,7,31,31,8,165.5,10.23,7.57,140.7,105,105,167.6,310.29,10862,0,"2020.0_31.0_31.0_8.0"
"3",420,347.6,16.078,11.91,8.17,2020,7,31,31,9,165.5,10.39,7.61,140.2,106.7,106.7,166.9,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",420,347.6,16.128,11.99,8.2,2020,7,31,31,9,165.6,10.39,7.61,140.2,106.7,106.7,166.9,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",420,347.6,16.198,11.93,8.23,2020,7,31,31,9,165.9,10.39,7.61,140.2,106.7,106.7,166.9,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",420,347.6,16.078,11.91,8.17,2020,7,31,31,9,165.5,10.56,7.64,139.7,108.5,108.5,166.2,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",420,347.6,16.128,11.99,8.2,2020,7,31,31,9,165.6,10.56,7.64,139.7,108.5,108.5,166.2,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",420,347.6,16.198,11.93,8.23,2020,7,31,31,9,165.9,10.56,7.64,139.7,108.5,108.5,166.2,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",420,347.6,16.078,11.91,8.17,2020,7,31,31,9,165.5,10.76,7.65,139.8,110.7,110.7,166,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",420,347.6,16.128,11.99,8.2,2020,7,31,31,9,165.6,10.76,7.65,139.8,110.7,110.7,166,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",420,347.6,16.198,11.93,8.23,2020,7,31,31,9,165.9,10.76,7.65,139.8,110.7,110.7,166,310.29,10862,0,"2020.0_31.0_31.0_9.0"
"3",342,370.90909090909093,16.286,11.96,8.26,2020,7,31,31,10,166.1,11,7.72,139.8,113.4,113.4,165.9,310.29,10862,0,"2020.0_31.0_31.0_10.0"
"3",342,370.90909090909093,16.393,12.01,8.29,2020,7,31,31,10,166.3,11,7.72,139.8,113.4,113.4,165.9,310.29,10862,0,"2020.0_31.0_31.0_10.0"
"3",342,370.90909090909093,16.534,11.93,8.31,2020,7,31,31,10,166.6,11,7.72,139.8,113.4,113.4,165.9,310.29,10862,0,"2020.0_31.0_31.0_10.0"
"3",342,370.90909090909093,16.286,11.96,8.26,2020,7,31,31,10,166.1,11.24,7.78,140.1,115.9,115.9,165.9,310.29,10862,0,"2020.0_31.0_31.0_10.0"
"3",342,370.90909090909093,16.393,12.01,8.29,2020,7,31,31,10,166.3,11.24,7.78,140.1,115.9,115.9,165.9,310.29,10862,0,"2020.0_31.0_31.0_10.0"
"3",342,370.90909090909093,16.534,11.93,8.31,2020,7,31,31,10,166.6,11.24,7.78,140.1,115.9,115.9,165.9,310.29,10862,0,"2020.0_31.0_31.0_10.0"
